bms_rank,symbol,company_name,bms,previous_bms,bms_change_vs_previous_quarter,bms_change_display,bms_change_reliability,lifecycle_state,reversal_warning,evidence_count,previous_evidence_count,evidence_strength,period,q1_fy26_bms,bms_change_rank,state,earnings,economics,execution,balance_sheet,management_delivery,q1_fy26_evidence_count
1,SAMMAANCAP,Sammaan Capital Ltd.,0.4475,0.4475,0.0,+0.0000,Reliable change,Watch,,2,2,Limited,Q3 FY26,0.0,285,improving,0.9,0.89,0.0,0.0,0.0,0
2,HINDCOPPER,Hindustan Copper Ltd.,0.4425,0.4275,0.015,+0.0150,Reliable change,Established,,7,4,High,Q3 FY26,0.19,146,improving,0.91,0.86,0.0,0.0,0.0,1
3,TATASTEEL,Tata Steel Ltd.,0.435,0.4225,0.0125,+0.0125,Reliable change,Building,,5,3,Moderate,Q3 FY26,0.1975,159,improving,0.88,0.86,0.0,0.0,0.0,1
4,FORCEMOT,Force Motors Ltd.,0.4325,0.4175,0.015,+0.0150,Reliable change,Established,,7,4,High,Q3 FY26,0.19,146,improving,0.83,0.9,0.0,0.0,0.0,2
5,SUZLON,Suzlon Energy Ltd.,0.43,0.4325,-0.0025,-0.0025,Reliable change,Established,,6,4,Moderate,Q3 FY26,0.1925,331,improving,0.83,0.89,0.0,0.0,0.0,1
6,HBLENGINE,HBL Engineering Ltd.,0.4275,0.42,0.0075,+0.0075,Reliable change,Established,,8,5,High,Q3 FY26,0.3925,195,improving,0.87,0.84,0.0,0.0,0.0,2
7,IOC,Indian Oil Corporation Ltd.,0.425,0.4325,-0.0075,-0.0075,Reliable change,Established,,6,3,Moderate,Q3 FY26,0.1975,367,improving,0.82,0.88,0.0,0.0,0.0,1
8,ATHERENERG,Ather Energy Ltd.,0.4225,0.4025,0.02,+0.0200,Reliable change,Established,,8,5,High,Q3 FY26,0.3875,139,improving,0.85,0.84,0.0,0.0,0.0,2
9,HOMEFIRST,Home First Finance Company India Ltd.,0.4225,0.41,0.0125,+0.0125,Reliable change,Established,,8,5,High,Q3 FY26,0.195,159,improving,0.8,0.89,0.0,0.0,0.0,2
10,NYKAA,FSN E-Commerce Ventures Ltd.,0.4225,0.2,0.2225,+0.2225,Reliable change,Building,,7,4,High,Q3 FY26,0.19,20,improving,0.83,0.86,0.0,0.0,0.0,2
11,KAJARIACER,Kajaria Ceramics Ltd.,0.4225,0.4275,-0.005,-0.0050,Reliable change,Watch,,4,2,Moderate,Q3 FY26,0.0,356,improving,0.81,0.88,0.0,0.0,0.0,0
12,MRF,MRF Ltd.,0.4225,0.0,0.4225,New signal,New signal,Emerging,,3,0,Limited,Q3 FY26,0.0,2,improving,0.87,0.82,0.0,0.0,0.0,0
13,POLICYBZR,PB Fintech Ltd.,0.42,0.41,0.01,+0.0100,Reliable change,Established,,9,6,High,Q3 FY26,0.385,178,improving,0.84,0.84,0.0,0.0,0.0,3
14,GMRAIRPORT,GMR Airports Ltd.,0.42,0.41,0.01,+0.0100,Reliable change,Established,,7,5,High,Q3 FY26,0.19,178,improving,0.83,0.85,0.0,0.0,0.0,2
15,LLOYDSME,Lloyds Metals And Energy Ltd.,0.42,0.405,0.015,+0.0150,Reliable change,Established,,6,3,Moderate,Q3 FY26,0.19,146,improving,0.88,0.8,0.0,0.0,0.0,1
16,HINDZINC,Hindustan Zinc Ltd.,0.42,0.3875,0.0325,+0.0325,Reliable change,Building,,5,2,Moderate,Q3 FY26,0.0,130,improving,0.83,0.85,0.0,0.0,0.0,0
17,AEGISLOG,Aegis Logistics Ltd.,0.42,0.2175,0.2025,+0.2025,Reliable change,Building,,4,2,Moderate,Q3 FY26,0.0,36,improving,0.89,0.79,0.0,0.0,0.0,0
18,BAYERCROP,Bayer Cropscience Ltd.,0.42,0.3825,0.0375,+0.0375,Reliable change,Building,,4,2,Moderate,Q3 FY26,0.0,125,improving,0.86,0.82,0.0,0.0,0.0,0
19,LENSKART,Lenskart Solutions Ltd.,0.42,0.19,0.23,+0.2300 (limited history),Limited history,Building,,4,1,Moderate,Q3 FY26,0.0,17,improving,0.86,0.82,0.0,0.0,0.0,0
20,BSE,BSE Ltd.,0.4175,0.3925,0.025,+0.0250,Reliable change,Established,,9,6,High,Q3 FY26,0.39,134,improving,0.83,0.84,0.0,0.0,0.0,3
21,JSWENERGY,JSW Energy Ltd.,0.4175,0.4,0.0175,+0.0175,Reliable change,Established,,8,5,High,Q3 FY26,0.39,143,improving,0.82,0.85,0.0,0.0,0.0,3
22,CHOICEIN,Choice International Ltd.,0.4175,0.3825,0.035,+0.0350,Reliable change,Established,,7,4,High,Q3 FY26,0.3925,126,improving,0.86,0.81,0.0,0.0,0.0,2
23,RRKABEL,R R Kabel Ltd.,0.4175,0.4175,0.0,+0.0000,Reliable change,Established,,7,4,High,Q3 FY26,0.1975,285,improving,0.85,0.82,0.0,0.0,0.0,1
24,BAJAJ-AUTO,Bajaj Auto Ltd.,0.4175,0.415,0.0025,+0.0025,Reliable change,Building,,6,3,Moderate,Q3 FY26,0.0,246,improving,0.85,0.82,0.0,0.0,0.0,0
25,HONASA,Honasa Consumer Ltd.,0.4175,0.425,-0.0075,-0.0075,Reliable change,Watch,,6,3,Moderate,Q3 FY26,0.0,367,improving,0.84,0.83,0.0,0.0,0.0,0
26,LINDEINDIA,Linde India Ltd.,0.4175,0.415,0.0025,+0.0025,Reliable change,Established,,6,3,Moderate,Q3 FY26,0.195,246,improving,0.83,0.84,0.0,0.0,0.0,1
27,NAUKRI,Info Edge (India) Ltd.,0.4175,0.42,-0.0025,-0.0025,Reliable change,Established,,6,4,Moderate,Q3 FY26,0.1875,331,improving,0.78,0.89,0.0,0.0,0.0,1
28,TATAINVEST,Tata Investment Corporation Ltd.,0.4175,0.19,0.2275,+0.2275,Reliable change,Building,,5,2,Moderate,Q3 FY26,0.0,18,improving,0.85,0.82,0.0,0.0,0.0,0
29,GVT&D,GE Vernova T&D India Ltd.,0.415,0.4,0.015,+0.0150,Reliable change,Established,,9,6,High,Q3 FY26,0.39,146,improving,0.83,0.83,0.0,0.0,0.0,3
30,MUTHOOTFIN,Muthoot Finance Ltd.,0.415,0.4,0.015,+0.0150,Reliable change,Established,,9,6,High,Q3 FY26,0.39,146,improving,0.83,0.83,0.0,0.0,0.0,3
31,WAAREEENER,Waaree Energies Ltd.,0.415,0.405,0.01,+0.0100,Reliable change,Established,,9,6,High,Q3 FY26,0.385,178,improving,0.85,0.81,0.0,0.0,0.0,3
32,IKS,Inventurus Knowledge Solutions Ltd.,0.415,0.405,0.01,+0.0100,Reliable change,Established,,8,5,High,Q3 FY26,0.3925,178,improving,0.83,0.83,0.0,0.0,0.0,2
33,PIRAMALFIN,Piramal Finance Ltd.,0.415,0.395,0.02,+0.0200,Reliable change,Established,,8,6,High,Q3 FY26,0.39,139,improving,0.81,0.85,0.0,0.0,0.0,3
34,JAINREC,Jain Resource Recycling Ltd.,0.415,0.4025,0.0125,+0.0125,Reliable change,Building,,6,3,Moderate,Q3 FY26,0.0,159,improving,0.88,0.78,0.0,0.0,0.0,0
35,RITES,RITES Ltd.,0.415,0.43,-0.015,-0.0150,Reliable change,Watch,,5,2,Moderate,Q3 FY26,0.0,389,improving,0.8,0.86,0.0,0.0,0.0,0
36,CGCL,Capri Global Capital Ltd.,0.4125,0.4025,0.01,+0.0100,Reliable change,Established,,9,6,High,Q3 FY26,0.39,178,improving,0.83,0.82,0.0,0.0,0.0,3
37,GRSE,Garden Reach Shipbuilders & Engineers Ltd.,0.4125,0.3975,0.015,+0.0150,Reliable change,Established,,9,6,High,Q3 FY26,0.38,146,improving,0.84,0.81,0.0,0.0,0.0,3
38,NAVINFLUOR,Navin Fluorine International Ltd.,0.4125,0.4025,0.01,+0.0100,Reliable change,Established,,9,6,High,Q3 FY26,0.39,178,improving,0.83,0.82,0.0,0.0,0.0,3
39,CRAFTSMAN,Craftsman Automation Ltd.,0.4125,0.3875,0.025,+0.0250,Reliable change,Established,,8,5,High,Q3 FY26,0.185,134,improving,0.83,0.82,0.0,0.0,0.0,2
40,POLYCAB,Polycab India Ltd.,0.4125,0.4025,0.01,+0.0100,Reliable change,Established,,7,5,High,Q3 FY26,0.38,178,improving,0.83,0.82,0.0,0.0,0.0,3
41,MCX,Multi Commodity Exchange of India Ltd.,0.41,0.38,0.03,+0.0300,Reliable change,Established,,9,6,High,Q3 FY26,0.39,131,improving,0.83,0.81,0.0,0.0,0.0,3
42,NSLNISP,NMDC Steel Ltd.,0.41,0.4025,0.0075,+0.0075,Reliable change,Established,,9,6,High,Q3 FY26,0.39,195,improving,0.82,0.82,0.0,0.0,0.0,3
43,IIFL,IIFL Finance Ltd.,0.41,0.3975,0.0125,+0.0125,Reliable change,Established,,8,5,High,Q3 FY26,0.195,159,improving,0.85,0.79,0.0,0.0,0.0,2
44,APLAPOLLO,APL Apollo Tubes Ltd.,0.41,0.42,-0.01,-0.0100,Reliable change,Established,,7,4,High,Q3 FY26,0.1875,377,improving,0.81,0.83,0.0,0.0,0.0,1
45,HEG,H.E.G. Ltd.,0.41,0.3975,0.0125,+0.0125,Reliable change,Established,,7,4,High,Q3 FY26,0.3925,159,improving,0.84,0.8,0.0,0.0,0.0,2
46,NUVOCO,Nuvoco Vistas Corporation Ltd.,0.41,0.405,0.005,+0.0050,Reliable change,Established,,7,4,High,Q3 FY26,0.3925,214,improving,0.82,0.82,0.0,0.0,0.0,2
47,POWERINDIA,Hitachi Energy India Ltd.,0.4075,0.395,0.0125,+0.0125,Reliable change,Established,,8,5,High,Q3 FY26,0.3925,159,improving,0.82,0.81,0.0,0.0,0.0,2
48,SYRMA,Syrma SGS Technology Ltd.,0.4075,0.395,0.0125,+0.0125,Reliable change,Established,,7,4,High,Q3 FY26,0.3925,159,improving,0.83,0.8,0.0,0.0,0.0,2
49,CUMMINSIND,Cummins India Ltd.,0.4075,0.4125,-0.005,-0.0050,Reliable change,Established,,6,5,Moderate,Q3 FY26,0.185,356,improving,0.79,0.84,0.0,0.0,0.0,2
50,GILLETTE,Gillette India Ltd.,0.4075,0.3725,0.035,+0.0350,Reliable change,Building,,6,3,Moderate,Q3 FY26,0.3775,126,improving,0.84,0.79,0.0,0.0,0.0,2
51,SHREECEM,Shree Cement Ltd.,0.4075,0.405,0.0025,+0.0025,Reliable change,Established,,6,5,Moderate,Q3 FY26,0.3925,246,improving,0.83,0.8,0.0,0.0,0.0,2
52,CANFINHOME,Can Fin Homes Ltd.,0.4075,0.395,0.0125,+0.0125,Reliable change,Building,,5,2,Moderate,Q3 FY26,0.0,159,improving,0.8,0.83,0.0,0.0,0.0,0
53,LTM,LTM Ltd.,0.4075,0.1875,0.22,+0.2200,Reliable change,Building,,4,2,Moderate,Q3 FY26,0.0,22,improving,0.77,0.86,0.0,0.0,0.0,0
54,ASIANPAINT,Asian Paints Ltd.,0.4075,0.4075,0.0,+0.0000,Reliable change,Watch,,2,2,Limited,Q3 FY26,0.0,285,improving,0.83,0.8,0.0,0.0,0.0,0
55,DALBHARAT,Dalmia Bharat Ltd.,0.405,0.41,-0.005,-0.0050,Reliable change,Established,,8,5,High,Q3 FY26,0.3925,356,improving,0.83,0.79,0.0,0.0,0.0,2
56,ULTRACEMCO,UltraTech Cement Ltd.,0.405,0.4025,0.0025,+0.0025,Reliable change,Established,,8,5,High,Q3 FY26,0.3925,246,improving,0.83,0.79,0.0,0.0,0.0,2
57,AEGISVOPAK,Aegis Vopak Terminals Ltd.,0.405,0.195,0.21,+0.2100,Reliable change,Building,,7,4,High,Q3 FY26,0.195,29,improving,0.82,0.8,0.0,0.0,0.0,2
58,BPCL,Bharat Petroleum Corporation Ltd.,0.405,0.4,0.005,+0.0050,Reliable change,Established,,7,4,High,Q3 FY26,0.3875,214,improving,0.81,0.81,0.0,0.0,0.0,2
59,SRF,SRF Ltd.,0.405,0.41,-0.005,-0.0050,Reliable change,Established,,7,4,High,Q3 FY26,0.3925,356,improving,0.81,0.81,0.0,0.0,0.0,2
60,ONGC,Oil & Natural Gas Corporation Ltd.,0.405,0.405,0.0,+0.0000,Reliable change,Watch,,4,3,Moderate,Q3 FY26,0.19,285,improving,0.83,0.79,0.0,0.0,0.0,1
61,CARTRADE,Cartrade Tech Ltd.,0.4025,0.4,0.0025,+0.0025,Reliable change,Established,,9,6,High,Q3 FY26,0.385,246,improving,0.79,0.82,0.0,0.0,0.0,3
62,RADICO,Radico Khaitan Ltd,0.4025,0.38,0.0225,+0.0225,Reliable change,Established,,8,5,High,Q3 FY26,0.19,136,improving,0.79,0.82,0.0,0.0,0.0,2
63,CCL,CCL Products (I) Ltd.,0.4025,0.1975,0.205,+0.2050,Reliable change,Building,,7,4,High,Q3 FY26,0.185,33,improving,0.84,0.77,0.0,0.0,0.0,2
64,ECLERX,eClerx Services Ltd.,0.4025,0.385,0.0175,+0.0175,Reliable change,Established,,7,4,High,Q3 FY26,0.3775,143,improving,0.83,0.78,0.0,0.0,0.0,2
65,PVRINOX,PVR INOX Ltd.,0.4025,0.3975,0.005,+0.0050,Reliable change,Established,,7,5,High,Q3 FY26,0.385,214,improving,0.82,0.79,0.0,0.0,0.0,3
66,GRAVITA,Gravita India Ltd.,0.4025,0.3925,0.01,+0.0100,Reliable change,Established,,6,4,Moderate,Q3 FY26,0.1975,178,improving,0.78,0.83,0.0,0.0,0.0,1
67,HINDPETRO,Hindustan Petroleum Corporation Ltd.,0.4025,0.405,-0.0025,-0.0025,Reliable change,Established,,6,4,Moderate,Q3 FY26,0.3925,331,improving,0.85,0.76,0.0,0.0,0.0,2
68,JYOTICNC,Jyoti CNC Automation Ltd.,0.4025,0.19,0.2125,+0.2125,Reliable change,Building,,6,3,Moderate,Q3 FY26,0.1975,24,improving,0.79,0.82,0.0,0.0,0.0,1
69,LODHA,Lodha Developers Ltd.,0.4025,0.405,-0.0025,-0.0025,Reliable change,Established,,6,5,Moderate,Q3 FY26,0.19,331,improving,0.81,0.8,0.0,0.0,0.0,2
70,AIAENG,AIA Engineering Ltd.,0.4025,0.2,0.2025,+0.2025 (limited history),Limited history,Emerging,,2,1,Limited,Q3 FY26,0.0,36,improving,0.81,0.8,0.0,0.0,0.0,0
71,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,0.4,0.39,0.01,+0.0100,Reliable change,Established,,9,6,High,Q3 FY26,0.39,178,improving,0.79,0.81,0.0,0.0,0.0,3
72,PREMIERENE,Premier Energies Ltd.,0.4,0.405,-0.005,-0.0050,Reliable change,Established,,8,5,High,Q3 FY26,0.3925,356,improving,0.83,0.77,0.0,0.0,0.0,2
73,TITAN,Titan Company Ltd.,0.4,0.3875,0.0125,+0.0125,Reliable change,Established,,8,5,High,Q3 FY26,0.19,159,improving,0.82,0.78,0.0,0.0,0.0,2
74,BIKAJI,Bikaji Foods International Ltd.,0.4,0.195,0.205,+0.2050,Reliable change,Building,,5,2,Moderate,Q3 FY26,0.0,33,improving,0.81,0.79,0.0,0.0,0.0,0
75,PHOENIXLTD,Phoenix Mills Ltd.,0.4,0.4125,-0.0125,-0.0125,Reliable change,Watch,,5,3,Moderate,Q3 FY26,0.0,385,improving,0.83,0.77,0.0,0.0,0.0,0
76,SCHAEFFLER,Schaeffler India Ltd.,0.4,0.3875,0.0125,+0.0125,Reliable change,Building,,5,3,Moderate,Q3 FY26,0.0,159,improving,0.85,0.75,0.0,0.0,0.0,0
77,DCMSHRIRAM,DCM Shriram Ltd.,0.4,0.4025,-0.0025,-0.0025,Reliable change,Watch,,4,3,Moderate,Q3 FY26,0.0,331,improving,0.8,0.8,0.0,0.0,0.0,0
78,IRFC,Indian Railway Finance Corporation Ltd.,0.4,0.4075,-0.0075,-0.0075,Reliable change,Watch,,4,2,Moderate,Q3 FY26,0.0,367,improving,0.77,0.83,0.0,0.0,0.0,0
79,COFORGE,Coforge Ltd.,0.3975,0.39,0.0075,+0.0075,Reliable change,Established,,9,6,High,Q3 FY26,0.385,195,improving,0.78,0.81,0.0,0.0,0.0,3
80,THELEELA,Leela Palaces Hotels & Resorts Ltd.,0.3975,0.395,0.0025,+0.0025,Reliable change,Established,,8,5,High,Q3 FY26,0.385,246,improving,0.83,0.76,0.0,0.0,0.0,3
81,ANANDRATHI,Anand Rathi Wealth Ltd.,0.3975,0.3925,0.005,+0.0050,Reliable change,Established,,7,5,High,Q3 FY26,0.3825,214,improving,0.81,0.78,0.0,0.0,0.0,2
82,WELCORP,Welspun Corp Ltd.,0.3975,0.3925,0.005,+0.0050,Reliable change,Established,,7,5,High,Q3 FY26,0.3875,214,improving,0.83,0.76,0.0,0.0,0.0,2
83,BEL,Bharat Electronics Ltd.,0.3975,0.39,0.0075,+0.0075,Reliable change,Established,,6,4,Moderate,Q3 FY26,0.3825,195,improving,0.81,0.78,0.0,0.0,0.0,2
84,ITCHOTELS,ITC Hotels Ltd.,0.3975,0.4075,-0.01,-0.0100,Reliable change,Established,,6,3,Moderate,Q3 FY26,0.1975,377,improving,0.82,0.77,0.0,0.0,0.0,1
85,ABDL,Allied Blenders and Distillers Ltd.,0.3975,0.19,0.2075,+0.2075,Reliable change,Building,,5,3,Moderate,Q3 FY26,0.19,31,improving,0.77,0.82,0.0,0.0,0.0,2
86,MINDACORP,Minda Corporation Ltd.,0.3975,0.195,0.2025,+0.2025,Reliable change,Building,,5,2,Moderate,Q3 FY26,0.0,36,improving,0.83,0.76,0.0,0.0,0.0,0
87,JSL,Jindal Stainless Ltd.,0.3975,0.2025,0.195,+0.1950,Reliable change,Building,,4,2,Moderate,Q3 FY26,0.0,47,improving,0.83,0.76,0.0,0.0,0.0,0
88,ABSLAMC,Aditya Birla Sun Life AMC Ltd.,0.3975,0.185,0.2125,+0.2125 (limited history),Limited history,Emerging,,2,1,Limited,Q3 FY26,0.0,24,improving,0.85,0.74,0.0,0.0,0.0,0
89,JSWSTEEL,JSW Steel Ltd.,0.395,0.39,0.005,+0.0050,Reliable change,Established,,8,5,High,Q3 FY26,0.3875,214,improving,0.84,0.74,0.0,0.0,0.0,2
90,CHOLAHLDNG,Cholamandalam Financial Holdings Ltd.,0.395,0.385,0.01,+0.0100,Reliable change,Established,,6,4,Moderate,Q3 FY26,0.39,178,improving,0.8,0.78,0.0,0.0,0.0,3
91,ESCORTS,Escorts Kubota Ltd.,0.395,0.41,-0.015,-0.0150,Reliable change,Established,,6,3,Moderate,Q3 FY26,0.1975,389,improving,0.75,0.83,0.0,0.0,0.0,1
92,PNBHOUSING,PNB Housing Finance Ltd.,0.395,0.395,0.0,+0.0000,Reliable change,Established,,6,5,Moderate,Q3 FY26,0.3775,285,improving,0.77,0.81,0.0,0.0,0.0,2
93,BRITANNIA,Britannia Industries Ltd.,0.395,0.4075,-0.0125,-0.0125,Reliable change,Watch,,5,2,Moderate,Q3 FY26,0.0,385,improving,0.82,0.76,0.0,0.0,0.0,0
94,FLUOROCHEM,Gujarat Fluorochemicals Ltd.,0.395,0.4025,-0.0075,-0.0075,Reliable change,Watch,,5,4,Moderate,Q3 FY26,0.3925,367,improving,0.8,0.78,0.0,0.0,0.0,2
95,NATIONALUM,National Aluminium Co. Ltd.,0.395,0.395,0.0,+0.0000,Reliable change,Watch,,5,5,Moderate,Q3 FY26,0.385,285,improving,0.78,0.8,0.0,0.0,0.0,3
96,RAMCOCEM,The Ramco Cements Ltd.,0.395,0.3925,0.0025,+0.0025,Reliable change,Building,,5,4,Moderate,Q3 FY26,0.3875,246,improving,0.84,0.74,0.0,0.0,0.0,2
97,TRENT,Trent Ltd.,0.395,0.1875,0.2075,+0.2075,Reliable change,Building,,4,2,Moderate,Q3 FY26,0.0,31,improving,0.76,0.82,0.0,0.0,0.0,0
98,ANANTRAJ,Anant Raj Ltd.,0.3925,0.395,-0.0025,-0.0025,Reliable change,Established,,9,6,High,Q3 FY26,0.38,331,improving,0.79,0.78,0.0,0.0,0.0,3
99,PERSISTENT,Persistent Systems Ltd.,0.3925,0.3975,-0.005,-0.0050,Reliable change,Established,,8,5,High,Q3 FY26,0.19,356,improving,0.8,0.77,0.0,0.0,0.0,2
100,IGIL,International Gemological Institute Ltd.,0.3925,0.3875,0.005,+0.0050,Reliable change,Established,,7,4,High,Q3 FY26,0.3925,214,improving,0.79,0.78,0.0,0.0,0.0,2
101,KALYANKJIL,Kalyan Jewellers India Ltd.,0.3925,0.1975,0.195,+0.1950,Reliable change,Building,,7,4,High,Q3 FY26,0.19,47,improving,0.83,0.74,0.0,0.0,0.0,2
102,CESC,CESC Ltd.,0.3925,0.3975,-0.005,-0.0050,Reliable change,Established,,6,3,Moderate,Q3 FY26,0.195,356,improving,0.79,0.78,0.0,0.0,0.0,1
103,HSCL,Himadri Speciality Chemical Ltd.,0.3925,0.39,0.0025,+0.0025,Reliable change,Established,,6,4,Moderate,Q3 FY26,0.3925,246,improving,0.81,0.76,0.0,0.0,0.0,2
104,SARDAEN,Sarda Energy and Minerals Ltd.,0.3925,0.3925,0.0,+0.0000,Reliable change,Established,,6,6,Moderate,Q3 FY26,0.39,285,improving,0.78,0.79,0.0,0.0,0.0,3
105,PINELABS,Pine Labs Ltd.,0.3925,0.3925,0.0,+0.0000,Reliable change,Watch,,2,2,Limited,Q3 FY26,0.0,285,improving,0.79,0.78,0.0,0.0,0.0,0
106,SUNDARMFIN,Sundaram Finance Ltd.,0.39,0.3775,0.0125,+0.0125,Reliable change,Building,,7,4,High,Q3 FY26,0.38,159,improving,0.76,0.8,0.0,0.0,0.0,3
107,TECHNOE,Techno Electric & Engineering Company Ltd.,0.39,0.3875,0.0025,+0.0025,Reliable change,Established,,7,5,High,Q3 FY26,0.385,246,improving,0.8,0.76,0.0,0.0,0.0,3
108,ABLBL,Aditya Birla Lifestyle Brands Ltd.,0.39,0.225,0.165,+0.1650 (limited history),Limited history,Building,,4,1,Moderate,Q3 FY26,0.0,67,improving,0.82,0.74,0.0,0.0,0.0,0
109,KAYNES,Kaynes Technology India Ltd.,0.3875,0.3875,0.0,+0.0000,Reliable change,Established,,9,6,High,Q3 FY26,0.38,285,improving,0.81,0.74,0.0,0.0,0.0,3
110,CHALET,Chalet Hotels Ltd.,0.3875,0.1975,0.19,+0.1900,Reliable change,Building,,7,4,High,Q3 FY26,0.195,54,improving,0.8,0.75,0.0,0.0,0.0,2
111,GRASIM,Grasim Industries Ltd.,0.3875,0.3875,0.0,+0.0000,Reliable change,Established,,7,4,High,Q3 FY26,0.3775,285,improving,0.81,0.74,0.0,0.0,0.0,2
112,PARADEEP,Paradeep Phosphates Ltd.,0.3875,0.39,-0.0025,-0.0025,Reliable change,Established,,6,5,Moderate,Q3 FY26,0.39,331,improving,0.77,0.78,0.0,0.0,0.0,3
113,BBTC,Bombay Burmah Trading Corporation Ltd.,0.3875,0.385,0.0025,+0.0025,Reliable change,Watch,,3,2,Limited,Q3 FY26,0.0,246,improving,0.76,0.79,0.0,0.0,0.0,0
114,ACMESOLAR,ACME Solar Holdings Ltd.,0.385,0.2,0.185,+0.1850,Reliable change,Building,,6,4,Moderate,Q3 FY26,0.195,59,improving,0.81,0.73,0.0,0.0,0.0,2
115,JKCEMENT,J.K. Cement Ltd.,0.385,0.3825,0.0025,+0.0025,Reliable change,Established,,6,5,Moderate,Q3 FY26,0.3875,246,improving,0.75,0.79,0.0,0.0,0.0,2
116,HAL,Hindustan Aeronautics Ltd.,0.385,0.375,0.01,+0.0100,Reliable change,Building,,5,3,Moderate,Q3 FY26,0.19,178,improving,0.78,0.76,0.0,0.0,0.0,1
117,LTF,L&T Finance Ltd.,0.385,0.19,0.195,+0.1950 (limited history),Limited history,Building,,4,1,Moderate,Q3 FY26,0.0,47,improving,0.81,0.73,0.0,0.0,0.0,0
118,BAJAJHFL,Bajaj Housing Finance Ltd.,0.3825,0.185,0.1975,+0.1975,Reliable change,Building,,6,3,Moderate,Q3 FY26,0.1875,45,improving,0.77,0.76,0.0,0.0,0.0,1
119,ENRIN,Siemens Energy India Ltd.,0.3825,0.385,-0.0025,-0.0025,Reliable change,Established,,6,3,Moderate,Q3 FY26,0.385,331,improving,0.78,0.75,0.0,0.0,0.0,3
120,FSL,Firstsource Solutions Ltd.,0.3825,0.1925,0.19,+0.1900,Reliable change,Building,,6,4,Moderate,Q3 FY26,0.185,54,improving,0.76,0.77,0.0,0.0,0.0,2
121,HDFCAMC,HDFC Asset Management Company Ltd.,0.3825,0.38,0.0025,+0.0025,Reliable change,Established,,6,4,Moderate,Q3 FY26,0.375,246,improving,0.77,0.76,0.0,0.0,0.0,3
122,TECHM,Tech Mahindra Ltd.,0.38,0.37,0.01,+0.0100,Reliable change,Building,,6,3,Moderate,Q3 FY26,0.1875,178,improving,0.75,0.77,0.0,0.0,0.0,1
123,ICICIAMC,ICICI Prudential Asset Management Company Ltd.,0.38,0.0,0.38,New signal,New signal,Emerging,,3,0,Limited,Q3 FY26,0.0,4,improving,0.76,0.76,0.0,0.0,0.0,0
124,PAGEIND,Page Industries Ltd.,0.38,0.3775,0.0025,+0.0025,Reliable change,Watch,,3,2,Limited,Q3 FY26,0.3775,246,improving,0.76,0.76,0.0,0.0,0.0,2
125,AFFLE,Affle 3i Ltd.,0.3775,0.3725,0.005,+0.0050,Reliable change,Watch,,8,5,High,Q3 FY26,0.3775,214,improving,0.77,0.74,0.0,0.0,0.0,2
126,JUBLINGREA,Jubilant Ingrevia Ltd.,0.3775,0.3775,0.0,+0.0000,Reliable change,Watch,,4,4,Moderate,Q3 FY26,0.3875,285,improving,0.75,0.76,0.0,0.0,0.0,2
127,RECLTD,REC Ltd.,0.3775,0.3775,0.0,+0.0000,Reliable change,Watch,,4,4,Moderate,Q3 FY26,0.3825,285,improving,0.73,0.78,0.0,0.0,0.0,2
128,CASTROLIND,Castrol India Ltd.,0.3775,0.3875,-0.01,-0.0100,Reliable change,Watch,,3,2,Limited,Q3 FY26,0.0,377,improving,0.76,0.75,0.0,0.0,0.0,0
129,TATACAP,Tata Capital Ltd.,0.375,0.0,0.375,New signal,New signal,Emerging,,2,0,Limited,Q3 FY26,0.0,5,improving,0.75,0.75,0.0,0.0,0.0,0
130,CPPLUS,Aditya Infotech Ltd.,0.35,0.2925,0.0575,+0.0575,Reliable change,Watch,,7,4,High,Q3 FY26,0.1975,115,improving,0.53,0.87,0.0,0.0,0.0,1
131,PAYTM,One 97 Communications Ltd.,0.345,0.2975,0.0475,+0.0475,Reliable change,Watch,,9,6,High,Q3 FY26,0.385,121,improving,0.54,0.84,0.0,0.0,0.0,3
132,BHARTIARTL,Bharti Airtel Ltd.,0.3325,0.395,-0.0625,-0.0625,Reliable change,Watch,Moderate,9,6,High,Q3 FY26,0.385,406,improving,0.53,0.8,0.0,0.0,0.0,3
133,UPL,UPL Ltd.,0.3325,0.4075,-0.075,-0.0750,Reliable change,Watch,Moderate,8,5,High,Q3 FY26,0.3875,410,improving,0.51,0.82,0.0,0.0,0.0,2
134,DELHIVERY,Delhivery Ltd.,0.3325,0.0625,0.27,+0.2700,Reliable change,Emerging,,6,3,Moderate,Q3 FY26,0.1975,13,improving,0.47,0.86,0.0,0.0,0.0,1
135,CEATLTD,Ceat Ltd.,0.33,0.2575,0.0725,+0.0725,Reliable change,Watch,,7,4,High,Q3 FY26,-0.1875,100,improving,0.52,0.8,0.0,0.0,0.0,1
136,NTPCGREEN,NTPC Green Energy Ltd.,0.33,0.405,-0.075,-0.0750,Reliable change,Watch,Moderate,6,4,Moderate,Q3 FY26,0.1975,410,improving,0.52,0.8,0.0,0.0,0.0,1
137,JSWCEMENT,JSW Cement Ltd.,0.3275,0.27,0.0575,+0.0575,Reliable change,Watch,,8,5,High,Q3 FY26,-0.0025,115,improving,0.47,0.84,0.0,0.0,0.0,2
